vessel_imo,vessel_name,vessel_flag,vessel_type,eta_place_name,eta_country_name,eta_date,last_reported_port,last_reported_country,last_reported_port_sail_date,destination_port,destination_country,vessel_technical_manager
9669029,MORNING POST,Marshall Islands,Cargo,TIANJIN PT,CHINA,08/14/2025,SHANGHAI PT,CHINA,,TIANJIN PT,CHINA,
9681431,MORNING PRIDE,Marshall Islands,Cargo,NANHUI,CHINA,08/12/2025,SHANGHAI PT,CHINA,,NANHUI,CHINA,
9683685,VL PRIME,Liberia,Tanker,FUZHOU,CHINA,08/14/2025,WAIGAOQIAO PT,CHINA,,FUZHOU,CHINA,
9691761,SKY JADE,Marshall Islands,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/12/2025,QINZHOU PT,CHINA,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9693551,WAH SHAN,Panama,Cargo,ZHOUSHAN PT,CHINA,08/20/2025,,,,ZHOUSHAN PT,CHINA,
9695298,HEUNGA YOUNG,South Korea,Cargo,NANSHA PT,CHINA,08/12/2025,HAIPHONG,VIETNAM,,NANSHA PT,CHINA,
9704300,DONGJIN ENTERPRISE,South Korea,Cargo,SHANGHAI PT,CHINA,08/12/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9708631,HL HADONG,Panama,Cargo,PINGHU,CHINA,08/26/2025,NEWCASTLE,AUSTRALIA,,PINGHU,CHINA,
9723112,ULYSSES,Marshall Islands,Tanker,QUANZHOU,CHINA,08/25/2025,RAS TANURA,SAUDI ARABIA,,QUANZHOU,CHINA,
9726798,STELLAR ACE,Marshall Islands,Cargo,DONGJIANGKOU,CHINA,09/01/2025,GUAIBA ISLAND,BRAZIL,,DONGJIANGKOU,CHINA,
9736420,SN SERENITY,South Korea,Cargo,ZHENJIANG PT,CHINA,08/18/2025,ZHENJIANG PT,CHINA,,ZHENJIANG PT,CHINA,
9749128,PANCON SUNSHINE,South Korea,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/12/2025,KWANGYANG,KOREA REPUBLIC OF,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9749568,GLOVIS SUN,South Korea,Cargo,YANTAI LAISHAN INTERNATIONAL APT,CHINA,08/20/2025,ULSAN,KOREA REPUBLIC OF,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9754824,AEOLIAN PEARL,Panama,Tanker,BINZHOU,CHINA,08/14/2025,YANTAI LAISHAN INTERNATIONAL APT,CHINA,,BINZHOU,CHINA,
9755919,OCEAN DRACO,Liberia,Cargo,LANSHAN PT,CHINA,08/24/2025,TAURANGA,NEW ZEALAND,,LANSHAN PT,CHINA,
9760287,HEUNGA BANGKOK,South Korea,Cargo,SHANGHAI PT,CHINA,08/16/2025,LAEM CHABANG,THAILAND,,SHANGHAI PT,CHINA,
9768239,TRANS AFRICA,Malta,Cargo,RIZHAO PT,CHINA,08/08/2025,DONGJIANGKOU,CHINA,,RIZHAO PT,CHINA,
9768942,PAN FORTUNE,South Korea,Cargo,ZHENJIANG PT,CHINA,08/30/2025,VANCOUVER,CANADA,,ZHENJIANG PT,CHINA,
9792498,STARSHIP TAURUS,Marshall Islands,Cargo,SHEKOU PT,CHINA,08/12/2025,HAIPHONG,VIETNAM,,SHEKOU PT,CHINA,
9795543,GAS ZENITH,Panama,Tanker,ZHOUSHAN PT,CHINA,08/11/2025,,,,ZHOUSHAN PT,CHINA,
9796028,JS JIANGYIN,South Korea,Tanker,ZHENJIANG PT,CHINA,08/12/2025,WENZHOU LONGWAN INTERNATIONAL APT,CHINA,,ZHENJIANG PT,CHINA,
9802023,PANCON CHAMPION,South Korea,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/13/2025,TAICHUNG,TAIWAN PROVINCE OF CHINA,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9809667,FALCON CHEMIST,Panama,Tanker,CHANGSHU PT,CHINA,08/15/2025,KASHIMA IBARAKI,JAPAN,,CHANGSHU PT,CHINA,
9816244,GOLDEN BRIDGE HANA,South Korea,Tanker,ANCHORAGE,CHINA,08/16/2025,YOKKAICHI,JAPAN,,ANCHORAGE,CHINA,
9824057,SAO INDIGO,Marshall Islands,Cargo,DONGJIANGKOU,CHINA,08/08/2025,RIZHAO PT,CHINA,,DONGJIANGKOU,CHINA,
9824095,SAO MASTER,Marshall Islands,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,09/15/2025,PONTA DA MADEIRA,BRAZIL,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9829502,KOREA VICTORY,South Korea,Tanker,FUZHOU,CHINA,08/14/2025,ULSAN,KOREA REPUBLIC OF,,FUZHOU,CHINA,
9840465,SAO OASIS,Marshall Islands,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/24/2025,TUBARAO PT./VITORIA,BRAZIL,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9840477,SAO PEARL,Marshall Islands,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,09/14/2025,PONTA DA MADEIRA,BRAZIL,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9841342,SAO QUIXOTE,Panama,Cargo,DONGJIANGKOU,CHINA,09/13/2025,PONTA DA MADEIRA,BRAZIL,,DONGJIANGKOU,CHINA,
9841380,SAO UNISON,Panama,Cargo,DONGJIANGKOU,CHINA,08/11/2025,TUBARAO PT./VITORIA,BRAZIL,,DONGJIANGKOU,CHINA,
9841598,SM GEMINI2,Panama,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/27/2025,PONTA DA MADEIRA,BRAZIL,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9845142,HL MERCURY,Panama,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,09/14/2025,PONTA DA MADEIRA,BRAZIL,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9851373,GOLDEN GLORY,Panama,Tanker,ANCHORAGE,CHINA,08/14/2025,ULSAN,KOREA REPUBLIC OF,,ANCHORAGE,CHINA,
9859143,GUNSAN PEARL,South Korea,Passenger,SHIDAO PT,CHINA,08/13/2025,GUNSAN,KOREA REPUBLIC OF,,SHIDAO PT,CHINA,
9859193,HARMONY CHEMIST,Panama,Tanker,QINGDAO PT,CHINA,08/13/2025,YEOSU,KOREA REPUBLIC OF,,QINGDAO PT,CHINA,
9859648,POS BANGKOK,Panama,Cargo,SHANGHAI PT,CHINA,08/11/2025,,,,SHANGHAI PT,CHINA,
9860386,PAN SAPPHIRE,Liberia,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/02/2025,SINGAPORE,SINGAPORE,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9863326,HMM GDANSK,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/14/2025,YANTIAN PT,CHINA,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9868338,HMM ROTTERDAM,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/15/2025,,,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9868364,HMM ST PETERSBURG,South Korea,Cargo,YANTIAN PT,CHINA,08/16/2025,SINGAPORE,SINGAPORE,,YANTIAN PT,CHINA,
9869186,HMM GARAM,South Korea,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/17/2025,XINSHA,CHINA,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9869203,HMM HANBADA,South Korea,Cargo,YANGSHAN PT,CHINA,08/14/2025,,,,YANGSHAN PT,CHINA,
9873668,GREAT LAMDA,Singapore,Tanker,JIANGYIN,CHINA,07/15/2025,,,,JIANGYIN,CHINA,
9873670,GREAT THITA,Singapore,Tanker,JIANGYIN,CHINA,08/14/2025,LIANYUNGANG,CHINA,,JIANGYIN,CHINA,
9879363,SAWASDEE PACIFIC,South Korea,Cargo,SHANGHAI PT,CHINA,08/13/2025,SHANGHAI PT,CHINA,,SHANGHAI PT,CHINA,
9886079,SAWASDEE SUNRISE,South Korea,Cargo,SHANGHAI PT,CHINA,08/17/2025,YEOSU,KOREA REPUBLIC OF,,SHANGHAI PT,CHINA,
9909417,SAEHAN CARINA,Panama,Tanker,CAOFEIDIAN PT,CHINA,08/13/2025,DAESAN/SEOSAN,KOREA REPUBLIC OF,,CAOFEIDIAN PT,CHINA,
9934448,SH OLIVIA,Panama,Tanker,DUSHANZI,CHINA,08/14/2025,,,,DUSHANZI,CHINA,
9938626,HL FUTURE,Marshall Islands,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/25/2025,,,,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9938638,HL HOPE,Marshall Islands,Cargo,HUANGHUA PT,CHINA,08/12/2025,CAOFEIDIAN PT,CHINA,,HUANGHUA PT,CHINA,
9938640,HL TRUST,Marshall Islands,Cargo,YANTAI LAISHAN INTERNATIONAL APT,CHINA,08/15/2025,QINGDAO PT,CHINA,,YANTAI LAISHAN INTERNATIONAL APT,CHINA,
9940758,SAWASDEE CHITTAGONG,Marshall Islands,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/13/2025,SINGAPORE,SINGAPORE,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9943229,GAS FAIRWAY,Panama,Tanker,CHANGZHOU PT,CHINA,08/13/2025,,,,CHANGZHOU PT,CHINA,
9944936,HL NAMBU 2,Marshall Islands,Cargo,LANSHAN PT,CHINA,08/22/2025,DAMPIER,AUSTRALIA,,LANSHAN PT,CHINA,
9945203,BOREAL VOYAGER,Liberia,Tanker,NINGBO PT,CHINA,08/18/2025,PRINCE RUPERT,CANADA,,NINGBO PT,CHINA,
9955258,HMM PERIDOT,Liberia,Cargo,SHANGHAI PT,CHINA,08/12/2025,,,,SHANGHAI PT,CHINA,
9955284,HMM TOPAZ,Liberia,Cargo,SHANGHAI PT,CHINA,08/14/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9963164,KWANGYANG VOYAGER,Panama,Cargo,SHANGHAI PT,CHINA,08/13/2025,KWANGYANG,KOREA REPUBLIC OF,,SHANGHAI PT,CHINA,
9967299,MUMBAI BRIDGE,Liberia,Cargo,NINGBO LISHE INTERNATIONAL APT,CHINA,08/13/2025,SHANGHAI PT,CHINA,,NINGBO LISHE INTERNATIONAL APT,CHINA,
9967304,SYDNEY BRIDGE,Liberia,Cargo,QINGDAO LIUTING INTERNATIONAL APT,CHINA,08/24/2025,JEBEL ALI,UNITED ARAB EMIRATES (UAE),,QINGDAO LIUTING INTERNATIONAL APT,CHINA,
9972531,PAN RUBY,Panama,Cargo,ZHANGJIAGANG,CHINA,08/16/2025,CHIBA,JAPAN,,ZHANGJIAGANG,CHINA,
9974773,POS SINGAPORE,Liberia,Cargo,SHANGHAI PT,CHINA,08/13/2025,BUSAN,KOREA REPUBLIC OF,,SHANGHAI PT,CHINA,
9976927,LEBRETHAH,Liberia,Tanker,BINHAI,CHINA,08/20/2025,RAS LAFFAN,QATAR,,BINHAI,CHINA,
9978664,PEGASUS HOPE,South Korea,Cargo,SHANGHAI PT,CHINA,08/11/2025,ZHANGJIAGANG,CHINA,,SHANGHAI PT,CHINA,
9980693,PEGASUS GRACE,Liberia,Cargo,SHANGHAI PT,CHINA,08/13/2025,NINGBO LISHE INTERNATIONAL APT,CHINA,,SHANGHAI PT,CHINA,
9980708,PEGASUS GLORY,Liberia,Cargo,XIAMEN GAOQI INTERNATIONAL APT,CHINA,08/14/2025,XIAMEN GAOQI INTERNATIONAL APT,CHINA,,XIAMEN GAOQI INTERNATIONAL APT,CHINA,
9982495,GDRAGON,Liberia,Cargo,NANSHA PT,CHINA,08/13/2025,HONG KONG,HONGKONG,,NANSHA PT,CHINA,
9993482,GOLD ETERNITY,Liberia,Cargo,QINGDAO PT,CHINA,08/19/2025,BING BONG,AUSTRALIA,,QINGDAO PT,CHINA,
9993494,AMBER ETERNITY,Liberia,Cargo,TIANJIN PT,CHINA,08/11/2025,,,,TIANJIN PT,CHINA,
9993509,CRYSTAL ETERNITY,Liberia,Cargo,NINGDE,CHINA,08/13/2025,SHANGHAI PT,CHINA,,NINGDE,CHINA,
9996848,RINA SEA,Jamaica,Cargo,TIANJIN PT,CHINA,08/09/2025,CAOFEIDIAN PT,CHINA,,TIANJIN PT,CHINA,
